,Compound Key,Smiles,SMILES,doi,Document ChEMBL ID,WT,L858R,L858R/T790M,L858R/T790M/C797S
1027,10,Cc1cc(Nc2nc(C)c(C)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,Cc1cc(Nc2nc(C)c(C)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,0,378,-1,0,0,0
1028,36,Cc1cc(Nc2ncc(Br)c(Nc3ccc(C(C)C)cc3P(C)(C)=O)n2)c(O)cc1N1CCC(N2CCN(C)CC2)CC1,Cc1cc(Nc2ncc(Br)c(Nc3ccc(C(C)C)cc3P(C)(C)=O)n2)c(O)cc1N1CCC(N2CCN(C)CC2)CC1,0,143,1,1,1,1
1029,12,Cc1cc(Nc2ncc(Br)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,Cc1cc(Nc2ncc(Br)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,0,378,1,1,1,-1
1030,9,Cc1cc(Nc2ncc(C#N)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,Cc1cc(Nc2ncc(C#N)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,0,378,1,1,1,-1
1031,21,Cc1cc(Nc2ncc(C(C)C)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,Cc1cc(Nc2ncc(C(C)C)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,0,378,0,0,0,0
1032,13,Cc1cc(Nc2ncc(C)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,Cc1cc(Nc2ncc(C)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,0,378,1,1,1,-1
1033,22,Cc1cc(Nc2ncc(C3CC3)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,Cc1cc(Nc2ncc(C3CC3)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,0,378,1,1,1,-1
1034,20,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)c(Cl)cc1N1CCC2(CCN(C)CC2)CC1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)c(Cl)cc1N1CCC2(CCN(C)CC2)CC1,0,378,1,0,0,0
1035,37,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CC2(C1)CN(C(C)C)C2,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CC2(C1)CN(C(C)C)C2,0,378,1,1,1,-1
1036,35,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CC2(CN(C)C2)C1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CC2(CN(C)C2)C1,0,378,1,1,1,-1
1037,34,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CC2(CNC2)C1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CC2(CNC2)C1,0,378,1,0,0,0
1038,18b,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,10.1021/acsmedchemlett.1c00555,CHEMBL5036369,1,1,1,1
1039,16,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CC1)CN(C)C2,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CC1)CN(C)C2,0,378,1,1,1,-1
1040,15,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)C1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)C1,0,378,1,1,1,-1
1041,1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,0,378,1,1,1,-1
1042,18i,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)cnc1N1CCC(N2CCN(C)CC2)CC1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)cnc1N1CCC(N2CCN(C)CC2)CC1,10.1021/acsmedchemlett.1c00555,CHEMBL5036369,1,1,1,1
1043,ceritinib,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,10.1016/j.ejmech.2017.04.079,CHEMBL4382192,1,1,0,1
1044,560140,Cc1cc(Nc2ncc3c(C)c(-c4ccc(Cl)cc4)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4ccc(Cl)cc4)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,0,0,0,0
1045,570012,Cc1cc(Nc2ncc3c(C)c(-c4cccc(Cl)c4)c(=O)n(C4CCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(Cl)c4)c(=O)n(C4CCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,0,1,1,0
1046,540133,Cc1cc(Nc2ncc3c(C)c(-c4cccc(Cl)c4)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(Cl)c4)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,0,0,0,0
1047,590030,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C(C)(C)C)CC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C(C)(C)C)CC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1048,590024,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C5CC5)CC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C5CC5)CC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1049,590034,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C5CCC5)CC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C5CCC5)CC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1050,590031,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C5CCCC5)CC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C5CCCC5)CC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1051,590039,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C5CCCCC5)CC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)C5CCCCC5)CC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1052,590040,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)CC(C)(C)C)CC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)CC(C)(C)C)CC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1053,590048,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)CC(C)C)CC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4cccc(F)c4Cl)c(=O)n([C@H]4CC[C@@H](NC(=O)CC(C)C)CC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1054,570008,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4)c(=O)n(C4CCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4)c(=O)n(C4CCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1055,560134,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,0,0,0
1056,560145,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4Cl)c(=O)n(C45CC6CCC(CC(C6)C4)C5)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4Cl)c(=O)n(C45CC6CCC(CC(C6)C4)C5)c3n2)ccc1N1CCN(C)CC1,0,340,0,0,0,0
1057,560070,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4Cl)c(=O)n(C4CCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4Cl)c(=O)n(C4CCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1058,560132,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4Cl)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4Cl)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1059,560135,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4F)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4F)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,0,0,0
1060,560150,Cc1cc(Nc2ncc3c(C)cc(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3c(C)cc(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,0,0,0,0
1061,560069,Cc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,Cc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C4CCCCC4)c3n2)ccc1N1CCN(C)CC1,0,340,1,1,1,1
1062,BI-4020,Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccc(CN3CCN(C)CC3)cc21,Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccc(CN3CCN(C)CC3)cc21,10.1021/acs.jmedchem.2c01041,CHEMBL5150044,1,1,1,1
1063,B6,Cc1cc2cc(Nc3ncnc4ccc(N)cc34)ccc2[nH]1,Cc1cc2cc(Nc3ncnc4ccc(N)cc34)ccc2[nH]1,10.1016/j.ejmech.2022.114249,CHEMBL5154786,1,0,0,0
1064,9a,Cc1ccc(/C=N/NC(=O)N2CCc3ncnc(Nc4cccc(C(F)(F)F)c4)c3C2)cc1,Cc1ccc(/C=N/NC(=O)N2CCc3ncnc(Nc4cccc(C(F)(F)F)c4)c3C2)cc1,10.1016/j.bmc.2018.02.023,CHEMBL4219106,1,0,0,0
1065,51,Cc1ccc(C(CC#CC#Cc2c(C(N)=O)cnc3[nH]ccc23)c2cc(F)ccc2F)c(=O)n1C,Cc1ccc(C(CC#CC#Cc2c(C(N)=O)cnc3[nH]ccc23)c2cc(F)ccc2F)c(=O)n1C,,23,1,1,1,1
1066,1,Cc1ccc(C(O)(CC#CC#CC2=C(C(N)=O)C=CN3N=CC(C#N)C23)c2cc(F)cc(F)c2)c(=O)n1C,Cc1ccc(C(O)(CC#CC#CC2=C(C(N)=O)C=CN3N=CC(C#N)C23)c2cc(F)cc(F)c2)c(=O)n1C,,23,-1,-1,-1,0
1067,14e,Cc1ccc(CSc2nc3[nH]c(C)cc(=O)n3n2)cc1,Cc1ccc(CSc2nc3[nH]c(C)cc(=O)n3n2)cc1,10.1016/j.bmcl.2019.05.004,CHEMBL4340550,-1,1,1,-1
1068,13,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,10.1016/j.bmcl.2011.12.067,CHEMBL1944545,0,0,0,0
1069,24,Cc1ccc(Nc2nc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC(F)F)ncc2Br)c(P(C)(C)=O)c1,Cc1ccc(Nc2nc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC(F)F)ncc2Br)c(P(C)(C)=O)c1,0,143,1,1,1,1
1070,23,Cc1ccc(Nc2nc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OCC(F)(F)F)ncc2Br)c(P(C)(C)=O)c1,Cc1ccc(Nc2nc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OCC(F)(F)F)ncc2Br)c(P(C)(C)=O)c1,0,143,1,1,1,1
1071,SID24787782,Cc1ccc(NN=c2c(C)nc3ccccc3[nH]c2=O)cc1,Cc1ccc(NN=c2c(C)nc3ccccc3[nH]c2=O)cc1,0,CHEMBL1201862,-1,0,0,0
1072,SID22409885,Cc1ccc2[nH]c(=O)c(=NNc3ccccc3)cnc2c1,Cc1ccc2[nH]c(=O)c(=NNc3ccccc3)cnc2c1,0,CHEMBL1201862,-1,0,0,0
1073,25,CC1=CC=C2N([C@H]3CC[C@H](O)CC3)C(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=NC2=C1,Cc1ccc2c(c1)nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,0,0,1,0
1074,26,CC1=CC=C2N=C(NC(=O)C3=CC=CC(=C3)C(F)(F)F)N([C@H]3CC[C@H](O)CC3)C2=C1,Cc1ccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c2c1,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,0,0,1,0
1075,8--53,Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C2CCCC2)c1,Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C2CCCC2)c1,,CHEMBL3638579,1,1,1,-1
1076,24,CC1=CC=CC2=C1N=C(NC(=O)C1=CC=CC(=C1)C(F)(F)F)N2[C@H]1CC[C@H](O)CC1,Cc1cccc2c1nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,0,0,0,0
1077,44,Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,1,1,1,-1
1078,27,CC1=CC=CC2=C1N([C@H]1CC[C@H](O)CC1)C(NC(=O)C1=CC=CC(=C1)C(F)(F)F)=N2,Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c12,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,0,1,1,-1
1079,45,Cc1cccc2nc(NC(=O)c3ccnc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,Cc1cccc2nc(NC(=O)c3ccnc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,1,1,1,-1
1080,560136,Cc1ccccc1-c1c(C)c2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc2n(C2CCCCC2)c1=O,Cc1ccccc1-c1c(C)c2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc2n(C2CCCCC2)c1=O,0,340,1,0,0,0
1081,12,Cc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)cc1,Cc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)cc1,10.1021/acsmedchemlett.5b00428,CHEMBL3779874,0,1,1,-1
1082,1n,CC1CCCCN1C/C=C/C(=O)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,CC1CCCCN1C/C=C/C(=O)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,0,0,0,0
1083,1c,CC1CCCCN1C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,CC1CCCCN1C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,1,1,1,-1
1084,1m,CC1CCN(C/C=C/C(=O)N2CCCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,CC1CCN(C/C=C/C(=O)N2CCCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,0,0,0,0
1085,1d,CC1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,CC1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,1,-1,0,0
1086,3b,Cc1cnc(NCCN2CCOCC2)nc1Nc1ccccc1P(C)(C)=O,Cc1cnc(NCCN2CCOCC2)nc1Nc1ccccc1P(C)(C)=O,,54,-1,-1,-1,0
1087,28,Cc1cnn2ccc(C(N)=O)c(C#CC#CCC(c3cc(F)ccc3F)c3cccn(C)c3=O)c12,Cc1cnn2ccc(C(N)=O)c(C#CC#CCC(c3cc(F)ccc3F)c3cccn(C)c3=O)c12,,23,1,1,1,1
1088,11,Cc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,Cc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,,74,-1,1,1,1
1089,8--34,Cc1nc(Nc2ccc(N3CCN(C)CC3)cc2)nc2c1nc(Nc1ccccc1)n2C(C)C,Cc1nc(Nc2ccc(N3CCN(C)CC3)cc2)nc2c1nc(Nc1ccccc1)n2C(C)C,,CHEMBL3638579,1,0,0,0
1090,8--36,Cc1nc(Nc2ccc(N3CCN(C)CC3)cc2)nc2c1nc(Nc1cccnc1)n2C1CCCC1,Cc1nc(Nc2ccc(N3CCN(C)CC3)cc2)nc2c1nc(Nc1cccnc1)n2C1CCCC1,,CHEMBL3638579,1,1,1,-1
1091,28,Cc1nc2cnc(Nc3ccnc(/C=C/C(C)(C)C(N)=O)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(/C=C/C(C)(C)C(N)=O)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,0,1,1,-1
1092,31,Cc1nc2cnc(Nc3ccnc(/C=C/C(C)(C)O)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(/C=C/C(C)(C)O)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,0,1,1,-1
1093,35,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,1,1,1,-1
1094,38,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)C(F)(F)C4)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)C(F)(F)C4)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,0,1,1,-1
1095,27,Cc1nc2cnc(Nc3ccnc(N4CCC(C)(C(N)=O)C4)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(N4CCC(C)(C(N)=O)C4)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,1,1,1,-1
1096,16,Cc1nc2cnc(Nc3ccnc(N4CCC(O)CC4)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(N4CCC(O)CC4)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
1097,17,Cc1nc2cnc(Nc3ccnc(N4CCC(S(C)(=O)=O)CC4)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(N4CCC(S(C)(=O)=O)CC4)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
1098,24,Cc1nc2cnc(Nc3ccnc(NCC(C)(C)C(N)=O)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(NCC(C)(C)C(N)=O)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,1,1,1,-1
1099,29,Cc1nc2cnc(Nc3ccnc(NCC(C)(C)S(C)(=O)=O)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(NCC(C)(C)S(C)(=O)=O)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,0,1,1,-1
1100,26,Cc1nc2cnc(Nc3ccnc(OCC(C)(C)C(N)=O)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(OCC(C)(C)C(N)=O)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,0,1,1,-1
1101,30,Cc1nc2cnc(Nc3ccnc(OCC(C)(C)S(C)(=O)=O)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(OCC(C)(C)S(C)(=O)=O)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,0,1,1,-1
1102,25,Cc1nc2cnc(Nc3ccnc(SCC(C)(C)C(N)=O)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(SCC(C)(C)C(N)=O)n3)cc2n1C(C)C,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,0,1,1,-1
1103,P4,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCN2CCN(c3ccc(Nc4ncc5nc(Nc6ccccc6)n(C6CCCC6)c5n4)cc3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCN2CCN(c3ccc(Nc4ncc5nc(Nc6ccccc6)n(C6CCCC6)c5n4)cc3)CC2)C(C)(C)C)cc1,10.1016/j.ejmech.2020.112781,CHEMBL4706553,1,1,1,-1
1104,10,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCN2CCN(c3ccc(Nc4cc5c(N6CCC(CO)CC6)nc(Nc6ccc(F)cc6)nc5cn4)nc3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCN2CCN(c3ccc(Nc4cc5c(N6CCC(CO)CC6)nc(Nc6ccc(F)cc6)nc5cn4)nc3)CC2)C(C)(C)C)cc1,  10.1016/j.ejmech.2020.112061,CHEMBL4680163,0,0,0,0
1105,P3,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCN2CCN(c3ccc(Nc4ncc5nc(Nc6ccccc6)n(C6CCCC6)c5n4)cc3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCN2CCN(c3ccc(Nc4ncc5nc(Nc6ccccc6)n(C6CCCC6)c5n4)cc3)CC2)C(C)(C)C)cc1,10.1016/j.ejmech.2020.112781,CHEMBL4706553,1,1,1,-1
1106,14,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NCCOCCOCCn2cc(CN3CCN(c4ccc(Nc5cc6c(N7CCC(CO)CC7)nc(Nc7ccc(F)cc7)nc6cn5)nc4)CC3)nn2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NCCOCCOCCn2cc(CN3CCN(c4ccc(Nc5cc6c(N7CCC(CO)CC7)nc(Nc7ccc(F)cc7)nc6cn5)nc4)CC3)nn2)C(C)(C)C)cc1,  10.1016/j.ejmech.2020.112061,CHEMBL4680163,0,0,0,0
1107,13,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NCCOCCOCCN2CCN(c3ccc(Nc4cc5c(N6CCC(CO)CC6)nc(Nc6ccc(F)cc6)nc5cn4)nc3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NCCOCCOCCN2CCN(c3ccc(Nc4cc5c(N6CCC(CO)CC6)nc(Nc6ccc(F)cc6)nc5cn4)nc3)CC2)C(C)(C)C)cc1,  10.1016/j.ejmech.2020.112061,CHEMBL4680163,0,0,0,0
